"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"4/24/1995","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","825_ANHU"
"7/19/2012","Released","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4535_ANHU"
"3/26/2013","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4657_ANHU"
"5/11/1997","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","1231_ALHU"
"10/13/2014","Died","malibu","No","ANHU","Male",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","6238_ANHU"
"4/29/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3078_ANHU"
"4/20/2011","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4178_ANHU"
"6/25/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","138_ANHU"
"5/25/2011","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,2,"Spring","nest-related","Non-selasphorus spp.","4215_ANHU"
"3/3/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2626_ANHU"
"8/4/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","suspect torpor-like state","Non-selasphorus spp.","4799_ANHU"
"3/27/2004","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","2644_ANHU"
"4/11/2015","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","5262_ANHU"
"3/18/1997","Died","Lindsey","Yes","ANHU","Female-like ",NA,3,"Spring","unknown","Non-selasphorus spp.","1182_ANHU"
"3/3/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","23_ANHU"
"3/6/2013","Released","Lindsey","No","ANHU","Male",NA,0,"Spring","nest-related","Non-selasphorus spp.","4628_ANHU"
"7/25/1992","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found inside","Non-selasphorus spp.","349_ANHU"
"6/23/2009","Died","Lindsey","Yes","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3765_ANHU"
"5/26/2005","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","2893_ANHU"
"3/1/2016","Released","malibu","No","Selasphorus","unknown",NA,-1,"Spring","nest-related","Selasphorus spp.","6632_ALHU"
"3/18/2014","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4910_ANHU"
"8/12/2012","Died","Lindsey","No","ANHU","Male",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","4552_ANHU"
"4/22/2011","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Spring","window hit","Selasphorus spp.","4183_ALHU"
"4/21/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1214_ANHU"
"2/20/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5499_ANHU"
"2/27/2003","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","2397_ANHU"
"8/11/2001","Released","Lindsey","No","BCHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","2110_BCHU"
"8/3/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","5426_ANHU"
"6/30/2010","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Summer","nest-related","Non-selasphorus spp.","4009_ANHU"
"4/3/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found inside","Non-selasphorus spp.","1367_ANHU"
"3/14/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5209_ANHU"
"2/17/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","953_ANHU"
"5/28/1994","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","654_ANHU"
"7/11/2002","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2311_ANHU"
"2/25/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5507_ANHU"
"5/2/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","5930_ALHU"
"3/13/2013","Died","malibu","No","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","5919_ALHU"
"7/2/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","3131_ANHU"
"4/27/1993","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","455_ANHU"
"6/21/1992","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","324_ANHU"
"5/16/2015","Died","Lindsey","No","Selasphorus","unknown",NA,0,"Spring","found on the ground","Selasphorus spp.","5322_ALHU"
"4/5/2002","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2199_ANHU"
"7/10/2008","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","3552_ANHU"
"6/16/2014","Released","malibu","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","6304_ANHU"
"4/7/1996","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","1013_ANHU"
"6/17/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","126_ANHU"
"6/22/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3535_ANHU"
"5/26/2007","Died","Lindsey","No","ANHU","Female-like ",NA,4,"Spring","found on the ground","Non-selasphorus spp.","3289_ANHU"
"5/1/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","5594_ANHU"
"5/31/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","5957_ALHU"
"1/15/2014","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4860_ANHU"
"5/29/2004","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","2706_ANHU"
"2/14/2013","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","4607_ANHU"
"3/9/2005","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","2812_ANHU"
"7/3/2010","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","4015_ANHU"
"2/23/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","572_ANHU"
"3/11/2001","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","1982_ANHU"
"3/28/2007","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,3,"Spring","nest-related","Non-selasphorus spp.","3235_ANHU"
"9/15/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","suspect torpor-like state","Non-selasphorus spp.","2567_ANHU"
"7/31/2013","Died","malibu","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","6021_ANHU"
"3/13/2007","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","3224_ANHU"
"4/26/2014","Died","malibu","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","6107_ANHU"
"8/20/2007","Released","Lindsey","Yes","Selasphorus","Female-like ",NA,0,"Summer","caught by domestic animal","Selasphorus spp.","3362_ALHU"
"3/6/2000","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","1756_ANHU"
"9/9/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","3371_ANHU"
"6/14/2013","Died","malibu","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","5977_ANHU"
"7/14/2015","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","5418_ANHU"
"4/14/2013","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","5776_ALHU"
"4/11/2013","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","unknown","Selasphorus spp.","5773_ALHU"
"8/13/2015","Died","Lindsey","No","ANHU","Male",NA,1,"Summer","window hit","Non-selasphorus spp.","5433_ANHU"
"5/30/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1058_ANHU"
"4/28/2003","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2465_ANHU"
"4/1/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5555_ANHU"
"10/28/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","1513_ANHU"
"4/7/2016","Released","Lindsey","No","ANHU","Male",NA,0,"Spring","nest-related","Non-selasphorus spp.","5567_ANHU"
"7/21/1994","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","713_ANHU"
"4/4/1992","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","237_ANHU"
"5/25/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","2493_ANHU"
"12/7/2002","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","2357_ANHU"
"10/12/2008","Released","Lindsey","Yes","ANHU","Male",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","3580_ANHU"
"6/29/2008","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","3545_ANHU"
"1/11/1999","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","suspect torpor-like state","Non-selasphorus spp.","1526_ANHU"
"11/13/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","1928_ANHU"
"4/25/2010","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3933_ANHU"
"5/8/2001","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2041_ANHU"
"4/13/2015","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","6390_ALHU"
"5/29/2014","Died","malibu","Yes","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","6121_ALHU"
"5/12/2014","Released","malibu","No","Selasphorus","Female-like ",NA,2,"Spring","found on the ground","Selasphorus spp.","6222_ALHU"
"9/21/2006","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","3157_ANHU"
"6/13/1992","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","317_ANHU"
"6/29/1993","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","510_ANHU"
"1/9/2012","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","4343_ANHU"
"7/27/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4037_ANHU"
"4/2/2000","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","found on the ground","Non-selasphorus spp.","1780_ANHU"
"4/20/1996","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1029_ANHU"
"4/4/2008","Released","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","window hit","Selasphorus spp.","3456_RUHU"
"6/6/2003","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","2502_ANHU"
"8/31/2015","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6576_ALHU"
"12/22/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","window hit","Non-selasphorus spp.","5462_ANHU"
"4/4/2015","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5244_ANHU"
"6/5/2014","Died","malibu","Yes","Selasphorus","unknown",NA,0,"Summer","found on the ground","Selasphorus spp.","6129_ALHU"
"5/8/2008","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found inside","Non-selasphorus spp.","3492_ANHU"
"3/9/1996","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","975_ANHU"
"6/20/1999","Died","Lindsey","No","Selasphorus","unknown",NA,0,"Summer","unknown","Selasphorus spp.","1662_ALHU"
"6/21/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1084_ANHU"
"6/26/2005","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","2937_ANHU"
"4/28/1999","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","1611_ANHU"
"3/7/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","2174_ANHU"
"11/15/1994","Died","Lindsey","No","ANHU","Female-like ",NA,2,"Fall","suspect torpor-like state","Non-selasphorus spp.","733_ANHU"
"3/8/2010","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","suspect torpor-like state","Non-selasphorus spp.","3881_ANHU"
"2/22/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","1542_ANHU"
"2/19/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","4877_ANHU"
"7/21/2010","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,2,"Summer","found on the ground","Non-selasphorus spp.","4029_ANHU"
"5/30/2014","Released","malibu","Yes","Non-selasphorus","unknown",NA,2,"Spring","found on the ground","Non-selasphorus spp.","6252_ANHU"
"5/12/2016","Died","malibu","No","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","6707_ANHU"
"6/10/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","caught by domestic animal","Non-selasphorus spp.","3319_ANHU"
"6/14/2015","Died","malibu","No","Non-selasphorus","unknown",NA,1,"Summer","found on the ground","Non-selasphorus spp.","6458_ANHU"
"7/12/2016","Released","Lindsey","No","ANHU","Male",NA,0,"Summer","unknown","Non-selasphorus spp.","5683_ANHU"
"5/28/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","2498_ANHU"
"7/11/2011","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4274_ANHU"
"1/4/2016","Died","malibu","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","6565_ANHU"
"7/6/2003","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","2535_ANHU"
"8/21/2002","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Summer","window hit","Selasphorus spp.","2328_ALHU"
"7/15/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2096_ANHU"
"4/15/2012","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","4435_ANHU"
"3/25/2010","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3893_ANHU"
"11/12/2003","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","window hit","Non-selasphorus spp.","2580_ANHU"
"6/12/2013","Died","malibu","No","ANHU","Female-like ",NA,1,"Summer","unknown","Non-selasphorus spp.","5848_ANHU"
"6/26/2005","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","nest-related","Non-selasphorus spp.","2935_ANHU"
"4/14/2006","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3061_ANHU"
"3/19/2008","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","3441_ANHU"
"3/11/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3023_ANHU"
"12/13/1997","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","1321_ANHU"
"4/21/1998","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1394_ANHU"
"3/15/2005","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2819_ANHU"
"3/3/1996","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","963_ANHU"
"1/27/2005","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","2788_ANHU"
"2/19/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3867_ANHU"
"4/24/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","1605_ANHU"
"11/12/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Fall","window hit","Non-selasphorus spp.","4071_ANHU"
"10/17/2005","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","2974_ANHU"
"6/26/2014","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Summer","found on the ground","Non-selasphorus spp.","5064_ANHU"
"6/15/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3988_ANHU"
"1/24/2015","Died","malibu","Yes","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","6342_ANHU"
"2/27/2016","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5511_ANHU"
"4/26/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2461_ANHU"
"8/25/2011","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","window hit","Non-selasphorus spp.","4302_ANHU"
"4/6/2014","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","window hit","Selasphorus spp.","6083_ALHU"
"4/18/1992","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","nest-related","Non-selasphorus spp.","257_ANHU"
"2/11/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5487_ANHU"
"6/26/2005","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2938_ANHU"
